participant;condition;cb;date;exp_name;frame_rate;training_bht;enable_ib;trial_nr;problem_nr;action;premature;response;correct_resp;correct;rt;fb_delay;fb_delay_index;ib_estimation;ib_rt;ib_start
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;10;4;1;0;d;p;1;3.0676445;0.6;46;5;1.744;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;11;4;1;0;d;q;1;3.0326083;0.3;47;6;1.798;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;0;5;1;0;k;q;0;4.0765371;0.3;48;6;2.574;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;1;5;1;0;d;q;0;3.2404785;0.9;49;7;1.357;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;2;5;1;0;d;q;1;3.5537454;0.9;50;6;2.81;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;3;5;1;0;k;q;1;3.4446107;0.9;51;4;2.751;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;4;5;9;0;?;p;9;-1;0.6;52;-1;-1;-1
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;5;5;1;0;d;q;1;3.7242101;0.3;53;5;2.393;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;6;5;1;0;d;p;0;3.1164867;0.9;54;6;1.945;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;7;5;1;0;d;p;1;3.0622815;0.6;55;7;2.167;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;8;5;1;0;k;p;0;2.9458217;0.9;56;5;2.334;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;9;5;1;0;k;p;0;3.4552461;0.3;57;4;1.674;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;10;5;1;0;d;q;0;3.4049454;0.9;58;7;1.874;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;11;5;1;0;k;p;1;2.9711558;0.3;59;4;2.592;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;0;6;1;0;k;p;1;3.0555091;0.6;60;5;2.795;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;1;6;1;0;d;p;1;2.9737539;0.6;61;7;1.54;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;2;6;1;0;d;p;1;3.0964668;0.3;62;5;1.734;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;3;6;1;0;d;p;0;2.8949757;0.3;63;7;1.566;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;4;6;1;0;k;p;0;3.1115746;0.6;64;6;1.784;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;5;6;1;0;k;p;1;3.6164209;0.6;65;4;1.679;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;6;6;1;0;k;p;0;3.0344184;0.9;66;6;1.245;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;7;6;1;0;d;p;0;3.1853124;0.3;67;7;1.478;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;8;6;1;0;k;p;1;3.0898082;0.3;68;7;3.889;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;9;6;1;0;k;p;1;3.2990936;0.6;69;7;1.046;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;10;6;1;0;k;p;0;3.0907635;0.9;70;5;1.721;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;11;6;1;0;k;p;0;2.96528;0.9;71;6;2.697;2
