participant;condition;cb;date;exp_name;frame_rate;training_vts;enable_ib;trial_nr;block_nr;stim;action;premature;response;correct_resp;correct;task_sel;rt;fb_delay;fb_delay_index;ib_estimation;ib_rt;ib_start
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;1;1;4;3;triangle_right;1;0;ralt;ralt;1;2;2.0054029;0.9;4;7;2.847;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;1;1;5;3;triangle_middle;1;0;ralt;ralt;1;2;2.2310876;0.6;5;5;1.339;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;0;1;circle_right;1;0;o;o;1;2;1.5648401;0.6;0;4;2.996;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;1;1;square_right;1;0;k;k;1;2;2.6512496;0.6;1;3;3.217;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;2;1;square_middle;1;0;d;d;1;1;1.7614969;0.3;2;2;3.657;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;3;1;square_middle;1;0;d;d;1;1;1.8506607;0.9;3;4;2.06;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;4;1;triangle_right;1;0;lalt;lalt;1;1;2.2030944;0.9;4;5;4.301;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;5;1;triangle_middle;1;0;ralt;ralt;1;2;2.6408206;0.6;5;4;2.456;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;6;1;square_middle;1;0;k;k;1;2;2.3056516;0.3;6;5;1.338;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;7;1;triangle_middle;1;0;d;d;1;1;1.7718493;0.3;7;3;3.289;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;8;1;triangle_right;1;0;lalt;lalt;1;1;2.2565162;0.9;8;4;3.558;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;9;1;square_right;1;0;k;k;1;2;2.4390698;0.6;9;3;3.889;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;10;1;circle_middle;1;0;d;d;1;1;1.9062022;0.6;10;2;2.799;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;11;1;triangle_left;1;0;ralt;ralt;1;2;1.7064651;0.9;11;7;4.288;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;12;1;triangle_left;1;0;ralt;ralt;1;2;1.8333015;0.9;12;7;3.324;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;13;1;triangle_left;1;0;ralt;ralt;1;2;2.1357852;0.9;13;7;1.864;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;14;1;square_middle;1;0;d;d;1;1;2.7218035;0.6;14;4;2.187;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;15;1;circle_left;1;0;w;w;1;1;2.074379;0.3;15;3;2.365;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;16;1;triangle_left;1;0;w;w;1;1;2.6610055;0.3;16;6;0.864;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;17;1;circle_right;1;0;lalt;lalt;1;1;3.0083185;0.3;17;5;4.348;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;18;1;triangle_middle;8;1;ralt;NA;-1;-1;1.231739;0.3;18;-1;-1;-1
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;19;1;circle_left;1;0;o;o;1;2;1.5666161;0.9;19;7;2.84;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;20;1;triangle_right;1;0;lalt;lalt;1;1;2.573945;0.3;20;4;2.845;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;21;1;square_right;1;0;lalt;lalt;1;1;1.8854575;0.9;21;7;3.349;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;22;1;triangle_left;1;0;ralt;ralt;1;2;2.3603268;0.6;22;5;1.715;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;23;1;square_left;1;0;k;k;1;2;2.1985454;0.6;23;8;4.264;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;24;1;square_left;1;0;k;k;1;2;1.9810893;0.9;24;8;2.892;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;25;1;triangle_right;1;0;ralt;ralt;1;2;2.0176021;0.3;25;7;1.992;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;26;1;square_left;1;0;w;w;1;1;1.8736212;0.6;26;7;2.111;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;27;1;circle_middle;1;0;d;d;1;1;2.9759337;0.3;27;6;3.073;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;28;1;circle_left;1;0;o;o;1;2;2.0053309;0.9;28;9;4.475;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;29;1;square_right;1;0;lalt;lalt;1;1;2.3651313;0.3;29;6;3.123;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;30;1;circle_right;1;0;o;o;1;2;2.4902848;0.6;30;5;2.295;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;31;1;circle_right;1;0;lalt;lalt;1;1;1.8514127;0.9;31;8;2.871;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;32;1;circle_right;1;0;lalt;lalt;1;1;1.8231535;0.6;32;8;2.413;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;33;1;triangle_middle;1;0;d;d;1;1;1.8876817;0.3;33;7;2.077;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;34;1;square_middle;1;0;k;k;1;2;2.0011118;0.6;34;10;3.402;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;35;1;triangle_left;1;0;ralt;ralt;1;2;2.065372;0.9;35;7;2.296;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;36;1;square_left;1;0;w;w;1;1;1.7789305;0.9;36;7;1.28;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;37;1;circle_right;1;0;lalt;lalt;1;1;2.1224496;0.3;37;6;2.717;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;38;1;circle_middle;1;0;d;d;1;1;1.8787089;0.6;38;5;1.814;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;39;1;triangle_left;1;0;ralt;ralt;1;2;1.9793002;0.9;39;10;3.221;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;40;1;triangle_middle;1;0;ralt;ralt;1;2;2.2533519;0.3;40;8;3.78;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;41;1;circle_right;1;0;o;o;1;2;1.8634376;0.3;41;6;2.539;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;42;1;square_right;1;0;k;k;1;2;2.426991;0.6;42;7;2.1;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;43;1;triangle_middle;1;0;d;d;1;1;1.8084387;0.9;43;6;2.413;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;44;1;triangle_middle;1;0;ralt;ralt;1;2;2.7552598;0.6;44;7;1.592;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;45;1;square_left;1;0;w;w;1;1;1.8439835;0.6;45;9;1.805;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;46;1;circle_left;1;0;w;w;1;1;2.5050319;0.6;46;8;1.169;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;47;1;square_middle;1;0;d;d;1;1;2.2198938;0.3;47;8;2.394;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;48;1;triangle_middle;1;0;d;d;1;1;2.0271406;0.3;48;8;1.315;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;49;1;circle_middle;1;0;o;o;1;2;1.7971294;0.9;49;8;1.35;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;50;1;circle_middle;1;0;d;d;1;1;1.8058988;0.9;50;8;1.146;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;51;1;circle_left;1;0;w;w;1;1;1.8896192;0.9;51;7;1.784;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;52;1;triangle_middle;1;0;d;d;1;1;2.2901506;0.6;52;7;2.918;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;53;1;triangle_middle;1;0;ralt;ralt;1;2;1.8113389;0.3;53;9;3.248;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;54;1;triangle_right;1;0;ralt;ralt;1;2;2.1773062;0.9;54;9;2.03;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;55;1;square_middle;1;0;k;k;1;2;1.9791161;0.6;55;7;1.944;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;56;1;circle_left;1;0;o;o;1;2;1.9851133;0.9;56;8;2.025;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;57;1;square_right;1;0;lalt;lalt;1;1;1.7677208;0.3;57;9;2.228;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;58;1;square_right;1;0;lalt;lalt;1;1;1.8713912;0.9;58;10;2.322;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;59;1;circle_left;1;0;w;w;1;1;1.8838746;0.3;59;7;1.808;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;60;1;triangle_left;1;0;w;w;1;1;1.8354742;0.6;60;6;3.967;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;61;1;square_left;1;0;w;w;1;1;1.8406143;0.6;61;5;2.143;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;62;1;circle_right;1;0;lalt;lalt;1;1;1.8842121;0.3;62;7;1.193;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;63;1;square_right;1;0;lalt;lalt;1;1;1.7929888;0.3;63;7;0.723;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;64;1;circle_left;1;0;w;w;1;1;1.7644225;0.6;64;4;1.595;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;65;1;square_left;1;0;w;w;1;1;1.7897748;0.6;65;8;3.224;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;66;1;triangle_right;1;0;lalt;lalt;1;1;2.4059543;0.9;66;10;2.34;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;67;1;triangle_left;1;0;ralt;ralt;1;2;2.0885831;0.3;67;8;1.238;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;68;1;triangle_right;1;0;k;ralt;0;2;2.099783;0.3;68;6;2.316;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;69;1;triangle_middle;1;0;ralt;ralt;1;2;2.1325978;0.6;69;7;0.874;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;70;1;triangle_left;1;0;ralt;ralt;1;2;2.7521866;0.9;70;7;1.359;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;71;1;circle_middle;1;0;o;o;1;2;2.8112436;0.9;71;8;4.544;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;0;2;circle_right;1;0;o;o;1;2;2.797059;0.6;0;6;3.029;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;1;2;square_right;1;0;k;k;1;2;2.1762307;0.6;1;5;2.13;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;2;2;square_middle;1;0;d;d;1;1;2.1293257;0.3;2;7;3.541;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;3;2;square_middle;1;0;d;d;1;1;1.7927309;0.9;3;7;0.9;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;4;2;triangle_right;1;0;lalt;lalt;1;1;1.9748573;0.9;4;7;1.502;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;5;2;triangle_middle;1;0;ralt;ralt;1;2;2.2478033;0.6;5;4;1.639;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;6;2;square_middle;1;0;d;d;1;1;1.924044;0.3;6;6;2.221;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;7;2;triangle_middle;1;0;ralt;ralt;1;2;1.9472094;0.3;7;6;1.267;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;8;2;triangle_right;1;0;ralt;ralt;1;2;1.8400259;0.9;8;9;4.15;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;9;2;square_right;1;0;lalt;lalt;1;1;1.840205;0.6;9;7;1.764;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;10;2;circle_middle;1;0;d;d;1;1;2.1499228;0.6;10;5;2.677;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;11;2;triangle_left;1;0;w;w;1;1;1.8856296;0.9;11;5;1.684;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;12;2;triangle_left;1;0;w;w;1;1;1.760828;0.9;12;7;2.477;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;13;2;triangle_left;1;0;ralt;ralt;1;2;1.7571961;0.9;13;7;1.367;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;14;2;square_middle;1;0;k;k;1;2;2.7368061;0.6;14;6;2.551;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;15;2;circle_left;1;0;o;o;1;2;1.8483169;0.3;15;6;2.151;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;16;2;triangle_left;1;0;w;w;1;1;1.8275322;0.3;16;6;1.806;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;17;2;circle_right;1;0;o;o;1;2;1.9699028;0.3;17;6;2.97;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;18;2;triangle_middle;1;0;d;d;1;1;1.8688298;0.3;18;4;4.16;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;19;2;circle_left;1;0;w;w;1;1;2.6019086;0.9;19;5;2.832;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;20;2;triangle_right;1;0;ralt;ralt;1;2;2.1124784;0.3;20;3;2.182;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;21;2;square_right;1;0;k;k;1;2;2.2271538;0.9;21;8;2.337;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;22;2;triangle_left;1;0;w;w;1;1;1.8836615;0.6;22;5;2.628;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;23;2;square_left;1;0;w;w;1;1;2.2573415;0.6;23;5;2.833;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;24;2;square_left;1;0;w;w;1;1;1.9067807;0.9;24;4;1.698;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;25;2;triangle_right;1;0;ralt;ralt;1;2;2.2983087;0.3;25;5;2.508;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;26;2;square_left;1;0;w;w;1;1;1.8338553;0.6;26;6;1.312;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;27;2;circle_middle;1;0;o;o;1;2;1.9074224;0.3;27;8;2.947;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;28;2;circle_left;1;0;w;w;1;1;2.0440887;0.9;28;6;2.126;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;29;2;square_right;1;0;lalt;lalt;1;1;2.0665055;0.3;29;5;2.231;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;30;2;circle_right;1;0;o;o;1;2;2.7134341;0.6;30;5;2.094;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;31;2;circle_right;1;0;o;o;1;2;2.3470291;0.9;31;7;2.594;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;32;2;circle_right;1;0;lalt;lalt;1;1;2.5998221;0.6;32;4;3.075;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;33;2;triangle_middle;1;0;ralt;ralt;1;2;1.8654708;0.3;33;7;3.382;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;34;2;square_middle;1;0;d;d;1;1;1.8560484;0.6;34;5;2.641;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;35;2;triangle_left;1;0;w;w;1;1;2.0561769;0.9;35;8;3.167;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;36;2;square_left;1;0;w;w;1;1;1.900176;0.9;36;7;2.678;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;37;2;circle_right;1;0;lalt;lalt;1;1;2.0017871;0.3;37;6;1.438;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;38;2;circle_middle;1;0;d;d;1;1;2.3558546;0.6;38;5;3.802;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;39;2;triangle_left;1;0;ralt;ralt;1;2;1.8333093;0.9;39;6;1.816;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;40;2;triangle_middle;1;0;ralt;ralt;1;2;2.1721497;0.3;40;3;2.781;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;41;2;circle_right;1;0;lalt;lalt;1;1;2.6952036;0.3;41;5;2.216;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;42;2;square_right;1;0;lalt;lalt;1;1;1.8697674;0.6;42;6;2.841;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;43;2;triangle_middle;1;0;ralt;ralt;1;2;2.4035;0.9;43;10;1.924;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;44;2;triangle_middle;1;0;ralt;ralt;1;2;2.1560812;0.6;44;8;3.325;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;45;2;square_left;1;0;k;k;1;2;2.3700328;0.6;45;6;1.699;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;46;2;circle_left;1;0;o;o;1;2;2.7078377;0.6;46;5;2.167;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;47;2;square_middle;1;0;d;d;1;1;2.030585;0.3;47;6;2.292;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;48;2;triangle_middle;1;0;d;d;1;1;2.0080071;0.3;48;5;3.193;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;49;2;circle_middle;1;0;d;d;1;1;1.8900833;0.9;49;7;1.242;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;50;2;circle_middle;1;0;o;o;1;2;1.8086633;0.9;50;9;1;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;51;2;circle_left;1;0;o;o;1;2;1.9380846;0.9;51;10;2.22;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;52;2;triangle_middle;1;0;ralt;ralt;1;2;2.5592307;0.6;52;8;2.033;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;53;2;triangle_middle;1;0;ralt;ralt;1;2;2.4598989;0.3;53;3;2.388;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;54;2;triangle_right;1;0;ralt;ralt;1;2;2.4931534;0.9;54;10;1.863;4
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;55;2;square_middle;1;0;k;k;1;2;2.1441798;0.6;55;7;1.528;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;56;2;circle_left;1;0;w;w;1;1;2.1663188;0.9;56;8;1.9;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;57;2;square_right;1;0;k;k;1;2;2.3028067;0.3;57;9;2.804;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;58;2;square_right;1;0;k;k;1;2;1.8615632;0.9;58;10;3.372;6
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;59;2;circle_left;1;0;w;w;1;1;2.1401455;0.3;59;7;2.099;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;60;2;triangle_left;1;0;ralt;ralt;1;2;2.0050261;0.6;60;9;2.322;8
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;61;2;square_left;1;0;w;w;1;1;2.1205669;0.6;61;7;2.125;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;62;2;circle_right;1;0;lalt;lalt;1;1;1.9719089;0.3;62;9;2.264;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;63;2;square_right;1;0;lalt;lalt;1;1;1.8539879;0.3;63;6;1.857;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;64;2;circle_left;1;0;w;w;1;1;1.827324;0.6;64;4;1.766;5
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;65;2;square_left;1;0;k;k;1;2;2.0702397;0.6;65;5;1.578;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;66;2;triangle_right;1;0;ralt;ralt;1;2;1.9966394;0.9;66;6;1.778;2
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;67;2;triangle_left;1;0;ralt;ralt;1;2;2.4308193;0.3;67;6;2.147;7
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;68;2;triangle_right;1;0;ralt;ralt;1;2;1.8590264;0.3;68;6;1.853;3
1010;0;1;2023-11-24_14h53.08.361;BHT_VTS;59.99077342;0;1;69;2;triangle_middle;1;0;ralt;ralt;1;2;1.8830667;0.6;69;6;2.03;5
