participant;condition;cb;date;exp_name;frame_rate;training_vts;enable_ib;trial_nr;block_nr;stim;action;premature;response;correct_resp;correct;task_sel;rt;fb_delay;fb_delay_index;ib_estimation;ib_rt;ib_start
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;1;1;3;3;square_left;1;0;o;ralt;0;1;1.853467599954456;0.9;3;8;2.127;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;1;1;4;3;circle_left;1;0;w;lalt;0;2;2.335179700050503;0.9;4;4;1.96;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;1;1;5;3;circle_middle;1;0;d;lalt;0;2;2.7084574999753386;0.6;5;8;2.586;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;0;1;circle_left;1;0;lalt;lalt;1;2;1.7699322999687865;0.6;0;7;1.257;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;1;1;triangle_middle;1;0;w;w;1;2;1.9078715000068769;0.3;1;3;1.071;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;2;1;square_middle;1;0;d;d;1;2;1.715903599979356;0.3;2;2;0.993;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;3;1;square_left;1;0;ralt;ralt;1;1;1.7163082999759354;0.9;3;10;1.209;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;4;1;circle_left;1;0;ralt;ralt;1;1;1.8232277000206523;0.9;4;10;1.183;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;5;1;circle_middle;1;0;lalt;lalt;1;2;2.1988756000064313;0.6;5;8;2.072;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;6;1;triangle_left;1;0;w;w;1;2;1.9771231999620795;0.6;6;5;0.791;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;1;triangle_left;1;0;w;w;1;2;1.6948004000005312;0.3;7;3;0.996;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;1;square_middle;1;0;d;d;1;2;1.7735006000148132;0.9;8;5;1.264;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;1;triangle_left;1;0;ralt;ralt;1;1;1.7479919000179507;0.9;9;7;0.855;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;1;triangle_middle;1;0;k;k;1;1;1.7289747999748215;0.9;10;8;1.725;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;1;square_right;1;0;o;o;1;1;1.719406699994579;0.3;11;4;0.916;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;12;1;triangle_middle;1;0;k;k;1;1;1.7271648000460118;0.3;12;3;0.797;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;13;1;circle_left;1;0;w;lalt;0;2;1.791913499997463;0.6;13;5;3.026;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;14;1;circle_right;1;0;o;o;1;1;2.189245499961544;0.3;14;5;1.512;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;15;1;triangle_middle;1;0;k;k;1;1;2.5728888000012375;0.6;15;4;1.521;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;16;1;circle_middle;1;0;lalt;lalt;1;2;1.7090967000112869;0.9;16;7;0.675;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;17;1;circle_left;1;0;w;lalt;0;2;1.7464035000302829;0.6;17;5;1.505;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;18;1;circle_right;1;0;o;o;1;1;1.7615921000251547;0.3;18;4;0.643;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;19;1;square_middle;1;0;k;k;1;1;1.9838003999902867;0.6;19;5;0.774;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;20;1;triangle_middle;1;0;w;w;1;2;1.7003816000069492;0.6;20;4;0.992;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;21;1;square_middle;1;0;d;d;1;2;1.7184932999662124;0.3;21;2;0.874;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;22;1;circle_left;1;0;lalt;lalt;1;2;2.2807409999659285;0.9;22;4;2.477;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;23;1;circle_right;1;0;lalt;lalt;1;2;1.5987390999798663;0.3;23;2;1.108;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;24;1;square_right;1;0;o;o;1;1;2.353101000015158;0.6;24;4;1.857;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;25;1;square_left;1;0;d;d;1;2;1.6655042999773286;0.9;25;7;0.99;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;26;1;circle_right;1;0;lalt;lalt;1;2;1.7880188000272028;0.9;26;7;1.168;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;27;1;circle_left;1;0;lalt;lalt;1;2;1.6903613000176847;0.9;27;7;0.803;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;28;1;circle_left;1;0;lalt;lalt;1;2;2.2015367000130937;0.6;28;5;0.606;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;29;1;triangle_right;1;0;w;w;1;2;1.9025413999916054;0.6;29;4;1.026;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;30;1;triangle_right;1;0;w;w;1;2;1.7130986000411212;0.3;30;3;1.294;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;31;1;circle_left;1;0;lalt;lalt;1;2;2.021512899955269;0.6;31;3;0.655;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;32;1;circle_middle;1;0;k;k;1;1;1.72192709997762;0.3;32;2;0.936;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;33;1;circle_right;1;0;o;o;1;1;1.6092057999921963;0.3;33;1;1.43;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;34;1;circle_middle;1;0;k;k;1;1;1.916896499984432;0.9;34;8;1.073;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;35;1;triangle_right;1;0;w;w;1;2;1.7471784999943338;0.9;35;6;1.071;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;36;1;triangle_middle;8;1;w;NA;-1;-1;1.3980928999953903;0.9;36;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;37;1;triangle_right;1;0;w;w;1;2;2.0469058000016958;0.9;37;8;1.131;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;38;1;square_right;1;0;d;d;1;2;1.9466302000219002;0.3;38;5;0.655;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;39;1;square_left;1;0;d;d;1;2;2.3428576000151224;0.9;39;7;1.085;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;40;1;triangle_left;1;0;w;w;1;2;1.9640373999718577;0.6;40;5;0.761;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;41;1;circle_middle;1;0;lalt;lalt;1;2;1.8544982000021264;0.6;41;5;0.82;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;42;1;circle_right;1;0;o;o;1;1;2.3551871000090614;0.3;42;7;1.053;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;43;1;square_left;1;0;d;d;1;2;2.6900488000246696;0.6;43;5;0.731;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;44;1;square_middle;1;0;d;d;1;2;2.1525304000242613;0.3;44;2;0.734;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;45;1;circle_middle;1;0;lalt;lalt;1;2;2.021078299963847;0.6;45;3;0.786;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;46;1;triangle_left;1;0;w;w;1;2;2.0913364999578334;0.9;46;3;0.606;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;47;1;circle_middle;1;0;k;k;1;1;2.102220800006762;0.6;47;5;0.95;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;48;1;circle_left;1;0;ralt;ralt;1;1;1.7908604000112973;0.3;48;4;1.198;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;49;1;square_right;8;1;o;NA;-1;-1;1.2749651000485756;0.3;49;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;50;1;triangle_right;1;0;o;o;1;1;1.7586206999840215;0.9;50;7;0.653;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;51;1;square_middle;1;0;k;k;1;1;1.8581300000078045;0.3;51;6;0.87;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;52;1;square_left;1;0;ralt;ralt;1;1;1.6805357999983244;0.6;52;3;0.63;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;53;1;square_right;1;0;o;o;1;1;1.938174600014463;0.9;53;5;0.874;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;54;1;circle_right;1;0;o;o;1;1;1.9216839000000618;0.9;54;5;0.718;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;55;1;square_left;1;0;ralt;ralt;1;1;2.331579400051851;0.9;55;4;1.81;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;56;1;triangle_left;1;0;w;w;1;2;1.9844487000373192;0.6;56;7;0.613;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;57;1;triangle_left;1;0;w;w;1;2;1.732730099989567;0.3;57;3;0.563;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;58;1;triangle_right;1;0;w;w;1;2;1.7336345000076108;0.3;58;3;0.662;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;59;1;triangle_middle;1;0;k;k;1;1;1.8721765999798663;0.6;59;5;0.688;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;60;1;circle_left;1;0;lalt;lalt;1;2;1.6534347999840975;0.3;60;1;0.721;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;61;1;square_left;1;0;w;d;0;2;2.3943025000044145;0.9;61;7;0.72;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;62;1;triangle_right;1;0;o;o;1;1;1.6207176000461914;0.6;62;6;0.631;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;63;1;square_left;1;0;ralt;ralt;1;1;1.6834072999772616;0.6;63;3;1.011;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;64;1;square_right;1;0;o;o;1;1;1.685250900045503;0.9;64;7;1.24;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;65;1;square_middle;1;0;k;k;1;1;1.6337107999715954;0.3;65;1;1.457;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;66;1;circle_right;1;0;o;o;1;1;1.6442246999940835;0.6;66;2;0.907;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;67;1;triangle_right;1;0;o;o;1;1;2.1899530999944545;0.6;67;3;0.689;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;68;1;circle_middle;1;0;k;k;1;1;2.5329797999584116;0.9;68;8;0.889;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;69;1;square_middle;1;0;d;d;1;2;1.68371000001207;0.3;69;3;0.693;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;70;1;square_left;1;0;d;d;1;2;1.9215942000155337;0.3;70;3;0.924;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;71;1;circle_right;1;0;lalt;lalt;1;2;2.549276000005193;0.9;71;8;1.089;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;0;2;circle_left;8;1;d;NA;-1;-1;0.4004212000290863;0.6;0;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;1;2;triangle_middle;1;0;w;w;1;2;1.9502573999925517;0.3;1;4;1.614;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;2;2;square_middle;1;0;k;k;1;1;1.7143141000415199;0.3;2;5;1.738;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;3;2;square_left;1;0;w;d;0;2;3.4172088999766856;0.9;3;5;1.658;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;4;2;circle_left;1;0;w;lalt;0;2;2.05790379998507;0.9;4;4;0.892;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;5;2;circle_middle;1;0;lalt;lalt;1;2;1.7799442999530584;0.6;5;6;0.852;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;6;2;triangle_left;1;0;w;w;1;2;1.864966499968432;0.6;6;4;1.149;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;2;triangle_left;1;0;w;w;1;2;2.124219599994831;0.3;7;6;0.955;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;2;square_middle;1;0;k;k;1;1;1.7617444000206888;0.9;8;6;0.835;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;2;triangle_left;1;0;w;w;1;2;1.724300600006245;0.9;9;5;1.937;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;2;triangle_middle;1;0;w;w;1;2;2.3639468000037596;0.9;10;4;1.182;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;2;square_right;1;0;d;d;1;2;1.8645798999932595;0.3;11;2;0.724;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;12;2;triangle_middle;1;0;w;w;1;2;1.747917199973017;0.3;12;2;0.381;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;13;2;circle_left;8;1;lalt;NA;-1;-1;1.0510158999823034;0.6;13;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;14;2;circle_right;8;1;lalt;NA;-1;-1;0.6414085999713279;0.3;14;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;15;2;triangle_middle;1;0;w;w;1;2;1.745836500020232;0.6;15;7;0.943;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;16;2;circle_middle;1;0;lalt;lalt;1;2;1.8806993000325747;0.9;16;10;1.479;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;17;2;circle_left;1;0;lalt;lalt;1;2;1.513170699996408;0.6;17;8;0.817;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;18;2;circle_right;1;0;lalt;lalt;1;2;1.8482571999775246;0.3;18;3;0.796;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;19;2;square_middle;1;0;d;d;1;2;1.7429057999979705;0.6;19;5;3.038;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;20;2;triangle_middle;1;0;w;w;1;2;2.812351300031878;0.6;20;3;0.7;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;21;2;square_middle;1;0;w;d;0;2;3.3714455000008456;0.3;21;4;1.704;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;22;2;circle_left;1;0;lalt;lalt;1;2;1.9259964000084437;0.9;22;9;1.06;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;23;2;circle_right;1;0;lalt;lalt;1;2;2.2634886000305414;0.3;23;4;2.029;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;24;2;square_right;1;0;d;d;1;2;1.8271778000053018;0.6;24;7;1.11;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;25;2;square_left;1;0;d;d;1;2;2.0670289000263438;0.9;25;9;1.144;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;26;2;circle_right;1;0;w;lalt;0;2;1.8212190000340343;0.9;26;8;1.396;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;27;2;circle_left;1;0;lalt;lalt;1;2;1.761530000017956;0.9;27;10;0.925;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;28;2;circle_left;1;0;lalt;lalt;1;2;1.7984110999968834;0.6;28;7;1.269;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;29;2;triangle_right;1;0;w;w;1;2;1.7637355999904685;0.6;29;8;0.964;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;30;2;triangle_right;1;0;w;w;1;2;2.042235900007654;0.3;30;2;1.154;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;31;2;circle_left;1;0;lalt;lalt;1;2;1.8238184999790974;0.6;31;6;0.434;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;32;2;circle_middle;8;1;lalt;NA;-1;-1;1.3842430000077002;0.3;32;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;33;2;circle_right;8;1;lalt;NA;-1;-1;0.44684710004366934;0.3;33;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;34;2;circle_middle;1;0;lalt;lalt;1;2;1.7552248000283726;0.9;34;4;2.184;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;35;2;triangle_right;1;0;w;w;1;2;1.713175700046122;0.9;35;8;0.595;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;36;2;triangle_middle;1;0;w;w;1;2;2.86355970002478;0.9;36;5;0.934;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;37;2;triangle_right;1;0;w;w;1;2;2.3389335000538267;0.9;37;7;1.016;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;38;2;square_right;1;0;o;o;1;1;1.6878727999865077;0.3;38;6;1.111;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;39;2;square_left;1;0;o;ralt;0;1;2.000635499949567;0.9;39;8;1.11;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;40;2;triangle_left;1;0;w;w;1;2;1.9386455999920145;0.6;40;6;1.251;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;41;2;circle_middle;1;0;k;k;1;1;1.8523710999870673;0.6;41;8;1.416;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;42;2;circle_right;1;0;o;o;1;1;1.7050795999821275;0.3;42;7;1.513;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;43;2;square_left;1;0;d;d;1;2;1.942416800011415;0.6;43;8;0.994;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;44;2;square_middle;1;0;d;d;1;2;1.8428266000119038;0.3;44;4;2.782;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;45;2;circle_middle;1;0;lalt;lalt;1;2;2.127834399987478;0.6;45;8;0.925;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;46;2;triangle_left;1;0;w;w;1;2;1.8144777999841608;0.9;46;3;1.772;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;47;2;circle_middle;1;0;k;k;1;1;2.143372599966824;0.6;47;7;1.082;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;48;2;circle_left;1;0;lalt;lalt;1;2;2.9158967999974266;0.3;48;3;999;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;49;2;square_right;1;0;o;o;1;1;2.0777502999990247;0.3;49;3;0.923;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;50;2;triangle_right;8;1;k;NA;-1;-1;0.9158019000315107;0.9;50;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;51;2;square_middle;8;1;k;NA;-1;-1;0.45551880000857636;0.3;51;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;52;2;square_left;1;0;d;d;1;2;2.291148999996949;0.6;52;6;0.883;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;53;2;square_right;1;0;o;o;1;1;1.6990272999973968;0.9;53;8;0.891;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;54;2;circle_right;1;0;o;o;1;1;3.5203215000219643;0.9;54;8;0.855;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;55;2;square_left;1;0;d;d;1;2;3.3341194999520667;0.9;55;8;0.675;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;56;2;triangle_left;1;0;lalt;w;0;2;2.6531017999514006;0.6;56;4;1.693;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;57;2;triangle_left;8;1;w;NA;-1;-1;1.3053955000359565;0.3;57;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;58;2;triangle_right;1;0;w;w;1;2;1.942011500010267;0.3;58;3;0.625;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;59;2;triangle_middle;1;0;w;w;1;2;1.8510357000050135;0.6;59;3;0.616;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;60;2;circle_left;1;0;lalt;lalt;1;2;1.6991583000053652;0.3;60;3;0.98;5
