participant;condition;cb;date;exp_name;frame_rate;training_bht;enable_ib;trial_nr;problem_nr;action;premature;response;correct_resp;correct;rt;fb_delay;fb_delay_index;ib_estimation;ib_rt;ib_start
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;3;1;0;d;q;0;4.8011000999831595;0.6;31;5;1.113;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;3;1;0;k;q;0;3.7789237999822944;0.3;32;4;0.984;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;3;1;0;k;q;0;3.276310499990359;0.3;33;3;1.336;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;3;1;0;k;q;0;3.13475239998661;0.9;34;4;1.029;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;3;1;0;d;q;0;3.5462338000070304;0.9;35;4;1.2;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;0;4;8;1;d;q;-1;1.2871545999660157;0.9;36;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;1;4;1;0;k;p;0;3.0996134000015445;0.9;37;3;1.323;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;2;4;1;0;k;q;0;2.8338443000102416;0.3;38;4;0.946;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;3;4;1;0;k;p;0;3.285308199992869;0.9;39;7;1.993;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;4;4;1;0;d;p;0;4.690967400034424;0.6;40;4;0.937;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;5;4;1;0;d;q;0;3.0713416999788024;0.6;41;3;0.689;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;6;4;1;0;d;q;0;3.160182099964004;0.3;42;2;0.735;3
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;4;1;0;k;p;0;3.782880600017961;0.6;43;6;0.981;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;4;1;0;k;p;0;5.044070600008126;0.3;44;2;1.15;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;4;1;0;k;q;0;2.7098323999671265;0.6;45;5;2.001;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;4;1;0;d;p;0;3.225132299994584;0.9;46;7;1.77;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;4;1;0;k;q;0;3.4270824000122957;0.6;47;7;1.419;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;0;5;8;1;d;q;-1;0.8449437000090256;0.3;48;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;1;5;1;0;d;q;0;3.3414063999662176;0.3;49;5;1.476;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;2;5;1;0;d;q;0;5.056162299995776;0.9;50;10;0.888;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;3;5;1;0;d;q;0;3.542574599967338;0.3;51;2;1.22;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;4;5;8;1;k;p;-1;1.6203362999949604;0.6;52;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;5;5;1;0;k;q;0;2.7323707999894395;0.9;53;4;1.353;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;6;5;1;0;k;p;0;4.052926300035324;0.9;54;7;2.226;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;5;1;0;d;p;0;3.5631437999545597;0.9;55;6;1.049;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;5;1;0;d;p;0;3.254304800007958;0.6;56;9;0.992;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;5;1;0;d;p;0;3.4656327000120655;0.3;57;2;0.93;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;5;1;0;k;q;0;5.332129699992947;0.3;58;3;1.699;6
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;5;1;0;k;p;0;4.898980900004972;0.6;59;4;0.812;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;0;6;8;1;k;p;-1;0.6267981000128202;0.3;60;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;1;6;8;1;d;p;-1;2.39953960001003;0.9;61;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;2;6;1;0;d;p;0;3.0212149000144564;0.6;62;3;1.829;8
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;3;6;1;0;k;p;0;3.2832120999810286;0.6;63;6;1.561;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;4;6;9;0;?;p;9;-1;0.9;64;-1;-1;-1
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;5;6;1;0;k;p;0;3.519092799979262;0.3;65;3;0.847;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;6;6;1;0;k;p;0;3.172131499974057;0.6;66;5;1.404;7
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;7;6;1;0;k;p;0;4.491714600007981;0.6;67;6;1.687;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;8;6;1;0;d;p;0;2.771792599989567;0.9;68;7;0.843;5
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;9;6;1;0;k;p;0;5.045665599987842;0.3;69;2;0.703;2
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;10;6;1;0;k;p;0;4.6958402000018395;0.3;70;6;1.599;4
1011;1;2;2023-11-20_16h54.26.643;BHT_VTS;59.97904331630535;0;1;11;6;1;0;k;p;0;3.5107906000339426;0.9;71;9;0.536;7
